query_idx,query_label,ap__DINOv2-Base,rank1__DINOv2-Base,first_pos_rank__DINOv2-Base,top1_idx__DINOv2-Base,top1_label__DINOv2-Base,top1_sim__DINOv2-Base,ap__score_fusion,rank1__score_fusion,first_pos_rank__score_fusion,top1_idx__score_fusion,top1_label__score_fusion,top1_sim__score_fusion,ap__embedding_concat,rank1__embedding_concat,first_pos_rank__embedding_concat,top1_idx__embedding_concat,top1_label__embedding_concat,top1_sim__embedding_concat,oracle_ap,oracle_rank1,best_model,best_model_ap,score_fusion_delta_vs_best_model,score_fusion_delta_vs_oracle,score_fusion_beats_best_model,score_fusion_matches_best_model
949,Lua,0.20496287532357838,False,2,190,Akaloi,0.6309931874275208,0.20496287532357838,False,2,190,Akaloi,0.5765279005165808,0.20496287532357838,False,2,190,Akaloi,0.630993216046193,0.20496287532357838,False,DINOv2-Base,0.20496287532357838,0.0,0.0,False,True
950,Lua,0.09503086013723631,False,7,1548,Patricia,0.7563039660453796,0.09503086013723631,False,7,1548,Patricia,0.7073402187476773,0.09503086013723631,False,7,1548,Patricia,0.7563045469698022,0.09503086013723631,False,DINOv2-Base,0.09503086013723631,0.0,0.0,False,True
951,Lua,0.0770170961962621,False,3,1553,Patricia,0.6729397177696228,0.0770170961962621,False,3,1553,Patricia,0.6188281035104813,0.0770170961962621,False,3,1553,Patricia,0.6729397888731832,0.0770170961962621,False,DINOv2-Base,0.0770170961962621,0.0,0.0,False,True
958,Madalena,0.9681255895720777,True,1,956,Madalena,0.9365497827529907,0.9681255895720777,True,1,956,Madalena,0.9189340450261461,0.9681255895720777,True,1,956,Madalena,0.9365495177108322,0.9681255895720777,True,DINOv2-Base,0.9681255895720777,0.0,0.0,False,True
990,Marcela,0.9075041678220335,True,1,1091,Marcela,0.9416826367378235,0.9075041678220335,True,1,1091,Marcela,0.9253644695508998,0.9075041678220335,True,1,1091,Marcela,0.9416827466679175,0.9075041678220335,True,DINOv2-Base,0.9075041678220335,0.0,0.0,False,True
1039,Marcela,0.985069933327866,True,1,1040,Marcela,0.9490724802017212,0.985069933327866,True,1,1040,Marcela,0.9346618202042927,0.985069933327866,True,1,1040,Marcela,0.9490722073773729,0.985069933327866,True,DINOv2-Base,0.985069933327866,0.0,0.0,False,True
1042,Marcela,0.9556065235541858,True,1,1041,Marcela,0.9635443091392517,0.9556065235541858,True,1,1041,Marcela,0.9530038171431756,0.9556065235541858,True,1,1041,Marcela,0.9635440677621726,0.9556065235541858,True,DINOv2-Base,0.9556065235541858,0.0,0.0,False,True
1055,Marcela,0.9289137235203734,True,1,1053,Marcela,0.9363956451416016,0.9289137235203734,True,1,1053,Marcela,0.9187412886273426,0.9289137235203734,True,1,1053,Marcela,0.9363960764281744,0.9289137235203734,True,DINOv2-Base,0.9289137235203734,0.0,0.0,False,True
1056,Marcela,0.7953033899123176,True,1,1053,Marcela,0.9010546207427979,0.7953033899123176,True,1,1053,Marcela,0.875079424974106,0.7952926137251052,True,1,1053,Marcela,0.9010544930057657,0.7953033899123176,True,DINOv2-Base,0.7953033899123176,0.0,0.0,False,True
1057,Marcela,0.5141933291067818,True,1,1053,Marcela,0.8794180750846863,0.5141933291067818,True,1,1053,Marcela,0.8488732380041899,0.5141933291067818,True,1,1053,Marcela,0.8794181577809059,0.5141933291067818,True,DINOv2-Base,0.5141933291067818,0.0,0.0,False,True
1058,Marcela,0.959700733040945,True,1,1053,Marcela,0.9554749727249146,0.959700733040945,True,1,1053,Marcela,0.942754533532938,0.959700733040945,True,1,1053,Marcela,0.955474786673873,0.959700733040945,True,DINOv2-Base,0.959700733040945,0.0,0.0,False,True
1059,Marcela,0.6101343080759764,True,1,1053,Marcela,0.9507871270179749,0.6101343080759764,True,1,1053,Marcela,0.9368257036272586,0.6101343080759764,True,1,1053,Marcela,0.9507872042904555,0.6101343080759764,True,DINOv2-Base,0.6101343080759764,0.0,0.0,False,True
1060,Marcela,0.726545782104451,True,1,1053,Marcela,0.9571090936660767,0.726545782104451,True,1,1053,Marcela,0.944825640934273,0.726545782104451,True,1,1053,Marcela,0.9571083889244971,0.726545782104451,True,DINOv2-Base,0.726545782104451,0.0,0.0,False,True
1061,Marcela,0.9629247790426947,True,1,1053,Marcela,0.9648727178573608,0.9629247790426947,True,1,1053,Marcela,0.9546964100909168,0.9629247790426947,True,1,1053,Marcela,0.9648731234267582,0.9629247790426947,True,DINOv2-Base,0.9629247790426947,0.0,0.0,False,True
1062,Marcela,0.9209262089613977,True,1,1053,Marcela,0.953349232673645,0.9209262089613977,True,1,1053,Marcela,0.9400637421152732,0.9209262089613977,True,1,1053,Marcela,0.9533491239755818,0.9209262089613977,True,DINOv2-Base,0.9209262089613977,0.0,0.0,False,True
1063,Marcela,0.803178260514586,True,1,1053,Marcela,0.953068196773529,0.803178260514586,True,1,1053,Marcela,0.93970829075704,0.803178260514586,True,1,1053,Marcela,0.9530690986919993,0.803178260514586,True,DINOv2-Base,0.803178260514586,0.0,0.0,False,True
1064,Marcela,0.7755217514404981,True,1,1053,Marcela,0.9601293206214905,0.7755217514404981,True,1,1053,Marcela,0.9486594995613723,0.7755217514404981,True,1,1053,Marcela,0.960129816256772,0.7755217514404981,True,DINOv2-Base,0.7755217514404981,0.0,0.0,False,True
1144,Medrosa,0.8495160607895863,True,1,1268,Medrosa,0.833139181137085,0.8495160607895863,True,1,1268,Medrosa,0.7941576101020354,0.8495160607895863,True,1,1268,Medrosa,0.833139440059786,0.8495160607895863,True,DINOv2-Base,0.8495160607895863,0.0,0.0,False,True
1187,Medrosa,0.9292567080314232,True,1,1291,Medrosa,0.9250822067260742,0.9292567080314232,True,1,1291,Medrosa,0.9046485005780529,0.9292567080314232,True,1,1291,Medrosa,0.9250823380218381,0.9292567080314232,True,DINOv2-Base,0.9292567080314232,0.0,0.0,False,True
1213,Medrosa,0.892081281113501,True,1,1246,Medrosa,0.8920223116874695,0.892081281113501,True,1,1246,Medrosa,0.8640910496232228,0.892081281113501,True,1,1246,Medrosa,0.8920225263516653,0.892081281113501,True,DINOv2-Base,0.892081281113501,0.0,0.0,False,True
1214,Medrosa,0.8234391193395008,True,1,1260,Medrosa,0.8917443752288818,0.8234391193395008,True,1,1260,Medrosa,0.8637540233920704,0.8234391193395008,True,1,1260,Medrosa,0.8917440274319918,0.8234391193395008,True,DINOv2-Base,0.8234391193395008,0.0,0.0,False,True
1215,Medrosa,0.8476653538472219,True,1,1229,Medrosa,0.8568229079246521,0.8476653538472219,True,1,1229,Medrosa,0.8219312249789419,0.8476653538472219,True,1,1229,Medrosa,0.8568229672973972,0.8476653538472219,True,DINOv2-Base,0.8476653538472219,0.0,0.0,False,True
1216,Medrosa,0.84879772275379,True,1,1260,Medrosa,0.8776272535324097,0.84879772275379,True,1,1260,Medrosa,0.846722046312016,0.84879772275379,True,1,1260,Medrosa,0.8776268903294098,0.84879772275379,True,DINOv2-Base,0.84879772275379,0.0,0.0,False,True
1217,Medrosa,0.8375129668008293,True,1,1260,Medrosa,0.8694913983345032,0.8375129668008293,True,1,1260,Medrosa,0.8369833631953721,0.8375129668008293,True,1,1260,Medrosa,0.8694913945761829,0.8375129668008293,True,DINOv2-Base,0.8375129668008293,0.0,0.0,False,True
1218,Medrosa,0.8055321532642759,True,1,61,Medrosa,0.8554729223251343,0.8055321532642759,True,1,61,Medrosa,0.8203352845016612,0.8055321532642759,True,1,61,Medrosa,0.8554732695108669,0.8055321532642759,True,DINOv2-Base,0.8055321532642759,0.0,0.0,False,True
1219,Medrosa,0.8674195265320108,True,1,1189,Medrosa,0.8587056994438171,0.8674195265320108,True,1,1189,Medrosa,0.8241596335611948,0.8674195265320108,True,1,1189,Medrosa,0.8587058667664769,0.8674195265320108,True,DINOv2-Base,0.8674195265320108,0.0,0.0,False,True
1220,Medrosa,0.6129214872635067,True,1,66,Medrosa,0.8740355968475342,0.6129214872635067,True,1,66,Medrosa,0.8424158601072117,0.6129214872635067,True,1,66,Medrosa,0.8740352823449572,0.6129214872635067,True,DINOv2-Base,0.6129214872635067,0.0,0.0,False,True
1221,Medrosa,0.320662918557742,False,8,1059,Marcela,0.9050634503364563,0.320662918557742,False,8,1059,Marcela,0.8799786648904689,0.320662918557742,False,8,1059,Marcela,0.9050631670886574,0.320662918557742,False,DINOv2-Base,0.320662918557742,0.0,0.0,False,True
1227,Medrosa,0.8738808172151113,True,1,1229,Medrosa,0.8980651497840881,0.8738808172151113,True,1,1229,Medrosa,0.8714348577925933,0.8738808172151113,True,1,1229,Medrosa,0.8980649055710433,0.8738808172151113,True,DINOv2-Base,0.8738808172151113,0.0,0.0,False,True
1228,Medrosa,0.8434358329396164,False,2,14,Benita,0.8966735601425171,0.8434358329396164,False,2,14,Benita,0.869740916982908,0.8434358329396164,False,2,14,Benita,0.8966734274479564,0.8434358329396164,False,DINOv2-Base,0.8434358329396164,0.0,0.0,False,True
1230,Medrosa,0.9327143894283322,True,1,1239,Medrosa,0.9098827242851257,0.9327143894283322,True,1,1239,Medrosa,0.8858864618162106,0.9327143894283322,True,1,1239,Medrosa,0.9098832124627255,0.9327143894283322,True,DINOv2-Base,0.9327143894283322,0.0,0.0,False,True
1231,Medrosa,0.8462171406057418,True,1,1239,Medrosa,0.9104100465774536,0.8462171406057418,True,1,1239,Medrosa,0.8865340893426621,0.8462171406057418,True,1,1239,Medrosa,0.9104100807386625,0.8462171406057418,True,DINOv2-Base,0.8462171406057418,0.0,0.0,False,True
1232,Medrosa,0.8069720275618896,True,1,1239,Medrosa,0.8934746384620667,0.8069720275618896,True,1,1239,Medrosa,0.865853212833113,0.8069720275618896,True,1,1239,Medrosa,0.8934740632184784,0.8069720275618896,True,DINOv2-Base,0.8069720275618896,0.0,0.0,False,True
1233,Medrosa,0.7147977744936528,True,1,1239,Medrosa,0.8855202794075012,0.7147977744936528,True,1,1239,Medrosa,0.8562238937721312,0.7147977744936528,True,1,1239,Medrosa,0.8855209044991892,0.7147977744936528,True,DINOv2-Base,0.7147977744936528,0.0,0.0,False,True
1234,Medrosa,0.477812207582486,True,1,1240,Medrosa,0.8487098813056946,0.477812207582486,True,1,1240,Medrosa,0.8123634267758725,0.477812207582486,True,1,1240,Medrosa,0.8487095987193048,0.477812207582486,True,DINOv2-Base,0.477812207582486,0.0,0.0,False,True
1235,Medrosa,0.59337056993092,True,1,1240,Medrosa,0.8771397471427917,0.59337056993092,True,1,1240,Medrosa,0.8461369107673624,0.59337056993092,True,1,1240,Medrosa,0.8771394985029755,0.59337056993092,True,DINOv2-Base,0.59337056993092,0.0,0.0,False,True
1236,Medrosa,0.6851409374413707,True,1,1239,Medrosa,0.8603457808494568,0.6851409374413707,True,1,1239,Medrosa,0.8261032370982772,0.6851409374413707,True,1,1239,Medrosa,0.8603458624310525,0.6851409374413707,True,DINOv2-Base,0.6851409374413707,0.0,0.0,False,True
1237,Medrosa,0.7603929218888165,True,1,1239,Medrosa,0.9155171513557434,0.7603929218888165,True,1,1239,Medrosa,0.8928185917403277,0.7603929218888165,True,1,1239,Medrosa,0.9155177480816219,0.7603929218888165,True,DINOv2-Base,0.7603929218888165,0.0,0.0,False,True
1238,Medrosa,0.7738291696876247,True,1,1239,Medrosa,0.911184549331665,0.7738291696876247,True,1,1239,Medrosa,0.8874857190041756,0.7738291696876247,True,1,1239,Medrosa,0.9111842163478537,0.7738291696876247,True,DINOv2-Base,0.7738291696876247,0.0,0.0,False,True
1387,Ousado,0.21280798509431503,True,1,1388,Ousado,0.8303350210189819,0.21280798509431503,True,1,1388,Ousado,0.7909008107504176,0.21280798509431503,True,1,1388,Ousado,0.8303348596954416,0.21280798509431503,True,DINOv2-Base,0.21280798509431503,0.0,0.0,False,True
1443,Ousado,0.9815680168305029,True,1,1374,Ousado,0.9431305527687073,0.9815680168305029,True,1,1374,Ousado,0.9271824688919187,0.9815680168305029,True,1,1374,Ousado,0.943130524269257,0.9815680168305029,True,DINOv2-Base,0.9815680168305029,0.0,0.0,False,True
1465,Ousado,0.976525723701465,True,1,1466,Ousado,0.9708338379859924,0.976525723701465,True,1,1466,Ousado,0.96231026535791,0.976525723701465,True,1,1466,Ousado,0.9708335504723533,0.976525723701465,True,DINOv2-Base,0.976525723701465,0.0,0.0,False,True
1471,Overa,0.8259522025766773,True,1,1470,Overa,0.911853551864624,0.8259522025766773,True,1,1470,Overa,0.8883081317098682,0.8259522025766773,True,1,1470,Overa,0.9118537521010079,0.8259522025766773,True,DINOv2-Base,0.8259522025766773,0.0,0.0,False,True
1535,Oxum,0.725716816195077,True,1,1537,Oxum,0.7562801837921143,0.725716816195077,True,1,1537,Oxum,0.7073141245495657,0.725716816195077,True,1,1537,Oxum,0.7562798073393654,0.725716816195077,True,DINOv2-Base,0.725716816195077,0.0,0.0,False,True
1536,Oxum,0.8954428341384862,True,1,1537,Oxum,0.8057102560997009,0.8954428341384862,True,1,1537,Oxum,0.762588586251962,0.8954428341384862,True,1,1537,Oxum,0.805710384568431,0.8954428341384862,True,DINOv2-Base,0.8954428341384862,0.0,0.0,False,True
1545,Patricia,0.024389304717381446,False,103,1446,Ousado,0.6761061549186707,0.024389304717381446,False,103,1446,Ousado,0.6220820203510724,0.024389304717381446,False,103,1446,Ousado,0.6761063815377489,0.024389304717381446,False,DINOv2-Base,0.024389304717381446,0.0,0.0,False,True
1557,Pixana,0.4388027589500473,True,1,1561,Pixana,0.8059608936309814,0.4388027589500473,True,1,1561,Pixana,0.7628741563244211,0.4388027589500473,True,1,1561,Pixana,0.8059614490595876,0.4388027589500473,True,DINOv2-Base,0.4388027589500473,0.0,0.0,False,True
1630,Pyte,0.8537066663415053,True,1,1643,Pyte,0.8178983926773071,0.8537066663415053,True,1,1643,Pyte,0.7765373499959047,0.8537066663415053,True,1,1643,Pyte,0.8178983494698419,0.8537066663415053,True,DINOv2-Base,0.8537066663415053,0.0,0.0,False,True
1631,Pyte,0.8590973077206615,True,1,1644,Pyte,0.794722318649292,0.8590973077206615,True,1,1644,Pyte,0.7501217525683288,0.8590973077206615,True,1,1644,Pyte,0.7947213690675368,0.8590973077206615,True,DINOv2-Base,0.8590973077206615,0.0,0.0,False,True
1675,Saseka,0.7478652481103707,True,1,1705,Saseka,0.8831666707992554,0.7478652481103707,True,1,1705,Saseka,0.8533850057267491,0.7478652481103707,True,1,1705,Saseka,0.8831669974069111,0.7478652481103707,True,DINOv2-Base,0.7478652481103707,0.0,0.0,False,True
1676,Saseka,0.03605278373763025,False,26,767,Kwang,0.8697093725204468,0.03605278373763025,False,26,767,Kwang,0.8372435456513765,0.03605278373763025,False,26,767,Kwang,0.8697088441956443,0.03605278373763025,False,DINOv2-Base,0.03605278373763025,0.0,0.0,False,True
1739,Solar,0.556107155569861,True,1,91,Solar,0.6083636283874512,0.556107155569861,True,1,91,Solar,0.5543293382188275,0.556107155569861,True,1,91,Solar,0.608363741461961,0.556107155569861,True,DINOv2-Base,0.556107155569861,0.0,0.0,False,True
1740,Solar,0.07097095354092055,False,9,182,Akaloi,0.6833035349845886,0.07097095354092055,False,9,182,Akaloi,0.6295099828304813,0.07097095354092055,False,9,182,Akaloi,0.6833037060566404,0.07097095354092055,False,DINOv2-Base,0.07097095354092055,0.0,0.0,False,True
