query_idx,query_label,ap__MegaDescriptor-L,rank1__MegaDescriptor-L,first_pos_rank__MegaDescriptor-L,top1_idx__MegaDescriptor-L,top1_label__MegaDescriptor-L,top1_sim__MegaDescriptor-L,ap__score_fusion,rank1__score_fusion,first_pos_rank__score_fusion,top1_idx__score_fusion,top1_label__score_fusion,top1_sim__score_fusion,ap__embedding_concat,rank1__embedding_concat,first_pos_rank__embedding_concat,top1_idx__embedding_concat,top1_label__embedding_concat,top1_sim__embedding_concat,oracle_ap,oracle_rank1,best_model,best_model_ap,score_fusion_delta_vs_best_model,score_fusion_delta_vs_oracle,score_fusion_beats_best_model,score_fusion_matches_best_model
990,Marcela,0.2449144364742217,False,4,1187,Medrosa,0.5803884863853455,0.2449144364742217,False,4,1187,Medrosa,0.4640672249604408,0.2449144364742217,False,4,1187,Medrosa,0.5803884815503751,0.2449144364742217,False,MegaDescriptor-L,0.2449144364742217,0.0,0.0,False,True
1039,Marcela,0.2110871338756061,True,1,1042,Marcela,0.8774427771568298,0.2110871338756061,True,1,1042,Marcela,0.8224571260931421,0.2110871338756061,True,1,1042,Marcela,0.8774429330691972,0.2110871338756061,True,MegaDescriptor-L,0.2110871338756061,0.0,0.0,False,True
1042,Marcela,0.26247769327914455,True,1,1039,Marcela,0.8774427771568298,0.26247769327914455,True,1,1039,Marcela,0.8224571260931421,0.26247769327914455,True,1,1039,Marcela,0.8774429330691972,0.26247769327914455,True,MegaDescriptor-L,0.26247769327914455,0.0,0.0,False,True
1055,Marcela,0.13769652004946123,False,3,1675,Saseka,0.5923011898994446,0.13769652004946123,False,3,1675,Saseka,0.47647925720274803,0.13769652004946123,False,3,1675,Saseka,0.5923013675985442,0.13769652004946123,False,MegaDescriptor-L,0.13769652004946123,0.0,0.0,False,True
1056,Marcela,0.081010101010101,False,6,1675,Saseka,0.5356062650680542,0.081010101010101,False,6,1675,Saseka,0.4188732176781231,0.081010101010101,False,6,1675,Saseka,0.5356060892384118,0.081010101010101,False,MegaDescriptor-L,0.081010101010101,0.0,0.0,False,True
1057,Marcela,0.1302016302016302,False,7,541,Jaju,0.5713866949081421,0.1302016302016302,False,7,541,Jaju,0.4547967726266635,0.1302016302016302,False,7,541,Jaju,0.5713863049461346,0.1302016302016302,False,MegaDescriptor-L,0.1302016302016302,0.0,0.0,False,True
1058,Marcela,0.08864468864468865,False,7,541,Jaju,0.5719814300537109,0.08864468864468865,False,7,541,Jaju,0.4554063721659606,0.08864468864468865,False,7,541,Jaju,0.5719817196072212,0.08864468864468865,False,MegaDescriptor-L,0.08864468864468865,0.0,0.0,False,True
1059,Marcela,0.12705486234898,False,9,1675,Saseka,0.6456591486930847,0.12705486234898,False,9,1675,Saseka,0.5340837261972788,0.12705486234898,False,9,1675,Saseka,0.6456594238343236,0.12705486234898,False,MegaDescriptor-L,0.12705486234898,0.0,0.0,False,True
1060,Marcela,0.07238828502415458,False,12,541,Jaju,0.5716280937194824,0.07238828502415458,False,12,541,Jaju,0.45504415556453925,0.07238828502415458,False,12,541,Jaju,0.5716282659653837,0.07238828502415458,False,MegaDescriptor-L,0.07238828502415458,0.0,0.0,False,True
1061,Marcela,0.05200924608819346,False,16,1675,Saseka,0.5023036003112793,0.05200924608819346,False,16,1675,Saseka,0.38676511427972327,0.05200924608819346,False,16,1675,Saseka,0.5023037797961949,0.05200924608819346,False,MegaDescriptor-L,0.05200924608819346,0.0,0.0,False,True
1062,Marcela,0.06291524567386636,False,13,541,Jaju,0.5311532616615295,0.06291524567386636,False,13,541,Jaju,0.41450580025452327,0.06291524567386636,False,13,541,Jaju,0.5311531185704367,0.06291524567386636,False,MegaDescriptor-L,0.06291524567386636,0.0,0.0,False,True
1063,Marcela,0.04364113383100724,False,24,1545,Patricia,0.4635140597820282,0.04364113383100724,False,24,1545,Patricia,0.350980848848427,0.04364113383100724,False,24,1545,Patricia,0.4635140306999053,0.04364113383100724,False,MegaDescriptor-L,0.04364113383100724,0.0,0.0,False,True
1064,Marcela,0.044653338511049516,False,31,541,Jaju,0.5010272860527039,0.044653338511049516,False,31,541,Jaju,0.38556005207052263,0.044653338511049516,False,31,541,Jaju,0.5010268621223791,0.044653338511049516,False,MegaDescriptor-L,0.044653338511049516,0.0,0.0,False,True
1144,Medrosa,0.9908424908424908,True,1,1237,Medrosa,0.6642182469367981,0.9908424908424908,True,1,1237,Medrosa,0.5548901609128799,0.9908424908424908,True,1,1237,Medrosa,0.6642180007852326,0.9908424908424908,True,MegaDescriptor-L,0.9908424908424908,0.0,0.0,False,True
1187,Medrosa,0.6761272411048695,False,2,1471,Overa,0.7012766599655151,0.6761272411048695,False,2,1471,Overa,0.5976255287381889,0.6761272411048695,False,2,1471,Overa,0.7012761404093175,0.6761272411048695,False,MegaDescriptor-L,0.6761272411048695,0.0,0.0,False,True
1213,Medrosa,0.8087990292535746,False,2,1471,Overa,0.7451101541519165,0.8087990292535746,False,2,1471,Overa,0.6502202217870254,0.8087990292535746,False,2,1471,Overa,0.7451101551881718,0.8087990292535746,False,MegaDescriptor-L,0.8087990292535746,0.0,0.0,False,True
1214,Medrosa,0.7536241536241536,False,2,1471,Overa,0.7686824798583984,0.7536241536241536,False,2,1471,Overa,0.6794210639255416,0.7536241536241536,False,2,1471,Overa,0.7686824427352941,0.7536241536241536,False,MegaDescriptor-L,0.7536241536241536,0.0,0.0,False,True
1215,Medrosa,0.7536241536241536,False,2,1471,Overa,0.8017008900642395,0.7536241536241536,False,2,1471,Overa,0.7214018817255736,0.7536241536241536,False,2,1471,Overa,0.8017009499977447,0.7536241536241536,False,MegaDescriptor-L,0.7536241536241536,0.0,0.0,False,True
1216,Medrosa,0.7598225007315917,False,2,1471,Overa,0.745474636554718,0.7598225007315917,False,2,1471,Overa,0.6506668521490839,0.7598225007315917,False,2,1471,Overa,0.7454746587760833,0.7598225007315917,False,MegaDescriptor-L,0.7598225007315917,0.0,0.0,False,True
1217,Medrosa,0.6298769412405776,False,3,1471,Overa,0.7598722577095032,0.6298769412405776,False,3,1471,Overa,0.6684321080848639,0.6298769412405776,False,3,1471,Overa,0.7598722814538633,0.6298769412405776,False,MegaDescriptor-L,0.6298769412405776,0.0,0.0,False,True
1218,Medrosa,0.8087990292535746,False,2,1471,Overa,0.7244080901145935,0.8087990292535746,False,2,1471,Overa,0.6251039731494068,0.8087990292535746,False,2,1471,Overa,0.7244080671568455,0.8087990292535746,False,MegaDescriptor-L,0.8087990292535746,0.0,0.0,False,True
1219,Medrosa,0.85425357470812,True,1,1238,Medrosa,0.7042123079299927,0.85425357470812,True,1,1238,Medrosa,0.6010786467307176,0.85425357470812,True,1,1238,Medrosa,0.7042124016037684,0.85425357470812,True,MegaDescriptor-L,0.85425357470812,0.0,0.0,False,True
1220,Medrosa,0.7282994782994784,False,2,1471,Overa,0.7557617425918579,0.7282994782994784,False,2,1471,Overa,0.6633357304506609,0.7282994782994784,False,2,1471,Overa,0.75576177007354,0.7282994782994784,False,MegaDescriptor-L,0.7282994782994784,0.0,0.0,False,True
1221,Medrosa,0.7825691984782895,False,2,1471,Overa,0.7588748931884766,0.7825691984782895,False,2,1471,Overa,0.6671937445312098,0.7825691984782895,False,2,1471,Overa,0.7588749681307629,0.7825691984782895,False,MegaDescriptor-L,0.7825691984782895,0.0,0.0,False,True
1227,Medrosa,1.0,True,1,1235,Medrosa,0.7818388938903809,1.0,True,1,1235,Medrosa,0.6959977998727526,1.0,True,1,1235,Medrosa,0.7818389066424508,1.0,True,MegaDescriptor-L,1.0,0.0,0.0,False,True
1228,Medrosa,1.0,True,1,1235,Medrosa,0.7840164303779602,1.0,True,1,1235,Medrosa,0.6987607091371826,1.0,True,1,1235,Medrosa,0.7840164360567241,1.0,True,MegaDescriptor-L,1.0,0.0,0.0,False,True
1230,Medrosa,0.9218665392578436,True,1,1228,Medrosa,0.771504819393158,0.9218665392578436,True,1,1228,Medrosa,0.6829603048395139,0.9218665392578436,True,1,1228,Medrosa,0.7715048635043849,0.9218665392578436,True,MegaDescriptor-L,0.9218665392578436,0.0,0.0,False,True
1231,Medrosa,0.6815693858680285,True,1,1228,Medrosa,0.7426573634147644,0.6815693858680285,True,1,1228,Medrosa,0.6472186029880826,0.6815693858680285,True,1,1228,Medrosa,0.7426573469224461,0.6815693858680285,True,MegaDescriptor-L,0.6815693858680285,0.0,0.0,False,True
1232,Medrosa,0.9112778247393631,True,1,1228,Medrosa,0.7569212913513184,0.9112778247393631,True,1,1228,Medrosa,0.6647714095993503,0.9112778247393631,True,1,1228,Medrosa,0.756921297801314,0.9112778247393631,True,MegaDescriptor-L,0.9112778247393631,0.0,0.0,False,True
1233,Medrosa,0.6753661120176956,True,1,1228,Medrosa,0.7314419150352478,0.6753661120176956,True,1,1228,Medrosa,0.6335820956758585,0.6753661120176956,True,1,1228,Medrosa,0.7314419214470862,0.6753661120176956,True,MegaDescriptor-L,0.6753661120176956,0.0,0.0,False,True
1234,Medrosa,0.7767786700479008,True,1,1228,Medrosa,0.7689425945281982,0.7767786700479008,True,1,1228,Medrosa,0.6797468655812735,0.7767786700479008,True,1,1228,Medrosa,0.7689426425524399,0.7767786700479008,True,MegaDescriptor-L,0.7767786700479008,0.0,0.0,False,True
1235,Medrosa,0.8064583363496407,True,1,1228,Medrosa,0.7840164303779602,0.8064583363496407,True,1,1228,Medrosa,0.6987607091371826,0.8064583363496407,True,1,1228,Medrosa,0.7840164360567241,0.8064583363496407,True,MegaDescriptor-L,0.8064583363496407,0.0,0.0,False,True
1236,Medrosa,0.7846528471528471,True,1,1228,Medrosa,0.7632247805595398,0.7846528471528471,True,1,1228,Medrosa,0.6726031370181574,0.7846528471528471,True,1,1228,Medrosa,0.7632247542288209,0.7846528471528471,True,MegaDescriptor-L,0.7846528471528471,0.0,0.0,False,True
1237,Medrosa,0.9221611721611722,True,1,1228,Medrosa,0.7686689496040344,0.9221611721611722,True,1,1228,Medrosa,0.6794041190009802,0.9221611721611722,True,1,1228,Medrosa,0.7686689750881605,0.9221611721611722,True,MegaDescriptor-L,0.9221611721611722,0.0,0.0,False,True
1238,Medrosa,0.9229642152719075,True,1,1228,Medrosa,0.7584956288337708,0.9229642152719075,True,1,1228,Medrosa,0.6667231376316959,0.9229642152719075,True,1,1228,Medrosa,0.7584956911254602,0.9229642152719075,True,MegaDescriptor-L,0.9229642152719075,0.0,0.0,False,True
1387,Ousado,0.6428571428571428,True,1,1465,Ousado,0.7905855774879456,0.6428571428571428,True,1,1465,Ousado,0.7071289576425648,0.6428571428571428,True,1,1465,Ousado,0.7905856086386832,0.6428571428571428,True,MegaDescriptor-L,0.6428571428571428,0.0,0.0,False,True
1443,Ousado,0.10267857142857142,False,7,537,Jaju,0.6503201127052307,0.10267857142857142,False,7,537,Jaju,0.5392717044316426,0.10267857142857142,False,7,537,Jaju,0.6503199575924545,0.10267857142857142,False,MegaDescriptor-L,0.10267857142857142,0.0,0.0,False,True
1465,Ousado,0.5769230769230769,True,1,1387,Ousado,0.7905855774879456,0.5769230769230769,True,1,1387,Ousado,0.7071289576425648,0.5769230769230769,True,1,1387,Ousado,0.7905856086386832,0.5769230769230769,True,MegaDescriptor-L,0.5769230769230769,0.0,0.0,False,True
1675,Saseka,1.0,True,1,1676,Saseka,0.6599845886230469,1.0,True,1,1676,Saseka,0.5501088430538918,1.0,True,1,1676,Saseka,0.6599844981102062,1.0,True,MegaDescriptor-L,1.0,0.0,0.0,False,True
1676,Saseka,1.0,True,1,1675,Saseka,0.6599845886230469,1.0,True,1,1675,Saseka,0.5501088430538918,1.0,True,1,1675,Saseka,0.6599844981102062,1.0,True,MegaDescriptor-L,1.0,0.0,0.0,False,True
1761,Ti,0.25861111111111107,False,8,571,Kamaikua,0.54460608959198,0.25861111111111107,False,8,571,Kamaikua,0.42776994200826335,0.25861111111111107,False,8,571,Kamaikua,0.54460611185165,0.25861111111111107,False,MegaDescriptor-L,0.25861111111111107,0.0,0.0,False,True
1762,Ti,0.3096320346320346,False,6,1545,Patricia,0.5355764627456665,0.3096320346320346,False,6,1545,Patricia,0.418843912073143,0.3096320346320346,False,6,1545,Patricia,0.5355764183497487,0.3096320346320346,False,MegaDescriptor-L,0.3096320346320346,0.0,0.0,False,True
1779,Ti,0.29166666666666663,False,4,555,Jaju,0.5234516263008118,0.29166666666666663,False,4,555,Jaju,0.40700621453972785,0.29166666666666663,False,4,555,Jaju,0.5234515947984293,0.29166666666666663,False,MegaDescriptor-L,0.29166666666666663,0.0,0.0,False,True
1780,Ti,0.3333333333333333,False,3,555,Jaju,0.5335478782653809,0.3333333333333333,False,3,555,Jaju,0.4168515480247242,0.3333333333333333,False,3,555,Jaju,0.5335478905540426,0.3333333333333333,False,MegaDescriptor-L,0.3333333333333333,0.0,0.0,False,True
1781,Ti,0.29166666666666663,False,4,555,Jaju,0.5509616732597351,0.29166666666666663,False,4,555,Jaju,0.434109041000479,0.29166666666666663,False,4,555,Jaju,0.5509616054110069,0.29166666666666663,False,MegaDescriptor-L,0.29166666666666663,0.0,0.0,False,True
1782,Ti,0.22619047619047616,False,6,555,Jaju,0.5118739604949951,0.22619047619047616,False,6,555,Jaju,0.3958611054741722,0.22619047619047616,False,6,555,Jaju,0.5118739496423184,0.22619047619047616,False,MegaDescriptor-L,0.22619047619047616,0.0,0.0,False,True
1783,Ti,0.29166666666666663,False,4,555,Jaju,0.5272334814071655,0.29166666666666663,False,4,555,Jaju,0.41068029863034466,0.29166666666666663,False,4,555,Jaju,0.5272334564066181,0.29166666666666663,False,MegaDescriptor-L,0.29166666666666663,0.0,0.0,False,True
