query_idx,query_label,ap__EVA-02,rank1__EVA-02,first_pos_rank__EVA-02,top1_idx__EVA-02,top1_label__EVA-02,top1_sim__EVA-02,ap__MiewID,rank1__MiewID,first_pos_rank__MiewID,top1_idx__MiewID,top1_label__MiewID,top1_sim__MiewID,ap__ConvNeXt-V2,rank1__ConvNeXt-V2,first_pos_rank__ConvNeXt-V2,top1_idx__ConvNeXt-V2,top1_label__ConvNeXt-V2,top1_sim__ConvNeXt-V2,ap__score_fusion,rank1__score_fusion,first_pos_rank__score_fusion,top1_idx__score_fusion,top1_label__score_fusion,top1_sim__score_fusion,ap__embedding_concat,rank1__embedding_concat,first_pos_rank__embedding_concat,top1_idx__embedding_concat,top1_label__embedding_concat,top1_sim__embedding_concat,ap__adaptive_margin_top5,rank1__adaptive_margin_top5,first_pos_rank__adaptive_margin_top5,top1_idx__adaptive_margin_top5,top1_label__adaptive_margin_top5,top1_sim__adaptive_margin_top5,ap__rrf_k60,rank1__rrf_k60,first_pos_rank__rrf_k60,top1_idx__rrf_k60,top1_label__rrf_k60,top1_sim__rrf_k60,oracle_ap,oracle_rank1,best_model,best_model_ap,score_fusion_delta_vs_best_model,score_fusion_delta_vs_oracle,score_fusion_beats_best_model,score_fusion_matches_best_model
71,Ousado,1.0,True,1,1348,Ousado,0.7829720377922058,0.7143969744021501,True,1,1337,Ousado,0.5128991603851318,0.18010678898799412,False,11,1685,Saseka,0.5345331430435181,0.982778365045807,True,1,1342,Ousado,0.4613898393916678,0.9857456140350875,True,1,1342,Ousado,0.49981962088178,0.9477357093968216,True,1,1337,Ousado,0.47363728284835815,0.9150308715779992,True,1,1428,Ousado,0.04063713923096657,1.0,True,EVA-02,1.0,-0.017221634954193044,-0.017221634954193044,False,False
76,Ousado,0.9537164508069167,True,1,1438,Ousado,0.9494425654411316,0.660597507818034,True,1,1462,Ousado,0.5679330229759216,0.7901019835080106,True,1,1462,Ousado,0.8516198396682739,0.9609031491384433,True,1,1462,Ousado,0.7461303654753719,0.9620772985904564,True,1,1462,Ousado,0.7842115329091012,0.8743438474084971,True,1,1462,Ousado,0.6735360622406006,0.9521137100097189,True,1,1462,Ousado,0.047883063554763794,0.9537164508069167,True,EVA-02,0.9537164508069167,0.007186698331526631,0.007186698331526631,True,False
87,Saseka,0.1471535277359869,False,4,13,Benita,0.683968186378479,0.15097203609797685,False,4,99,Ti,0.5949232578277588,0.4506235778479259,False,3,1608,Pollyanna,0.6287708282470703,0.335603747215276,False,4,99,Ti,0.489389814545716,0.34213077171752637,False,4,99,Ti,0.5581571859357222,0.3353519872911689,False,4,99,Ti,0.5616504549980164,0.29883345243785575,False,4,522,Jaju,0.04202251508831978,0.4506235778479259,False,ConvNeXt-V2,0.4506235778479259,-0.11501983063264987,-0.11501983063264987,False,False
97,Ti,0.8921717171717172,True,1,1759,Ti,0.9415867328643799,0.5658297258297258,True,1,1760,Ti,0.7883515357971191,0.6874465811965813,True,1,1760,Ti,0.8679615259170532,0.9572979797979798,True,1,1760,Ti,0.831052744428296,0.9430122655122656,True,1,1760,Ti,0.8653553348385035,0.8918650793650794,True,1,1760,Ti,0.8412516713142395,0.9123595848595848,True,1,1760,Ti,0.04813108220696449,0.8921717171717172,True,EVA-02,0.8921717171717172,0.06512626262626264,0.06512626262626264,True,False
98,Ti,0.928311965811966,True,1,99,Ti,0.9191100597381592,0.24136535343629167,False,5,1030,Marcela,0.5070454478263855,0.7484623709623709,True,1,1759,Ti,0.7780123353004456,1.0,True,1,1759,Ti,0.651670794433106,0.9809090909090908,True,1,1759,Ti,0.6937164730732355,0.8386561099718994,True,1,1766,Ti,0.5853489637374878,0.9262412587412587,True,1,1766,Ti,0.04551728442311287,0.928311965811966,True,EVA-02,0.928311965811966,0.07168803418803404,0.07168803418803404,True,False
99,Ti,0.9809090909090908,True,1,98,Ti,0.9191100597381592,0.06766129095741372,False,30,521,Jaju,0.6923168897628784,0.33551628740290407,True,1,1760,Ti,0.7263320684432983,0.688980463980464,True,1,98,Ti,0.6205868655275717,0.6073409788318511,True,1,98,Ti,0.6608797497346499,0.2546673054557979,False,2,521,Jaju,0.6259722709655762,0.4541659346400725,True,1,98,Ti,0.04081667214632034,0.9809090909090908,True,EVA-02,0.9809090909090908,-0.29192862692862687,-0.29192862692862687,False,False
107,Bagua,0.018685122070747573,False,64,1011,Marcela,0.7100220918655396,0.1042774429871204,False,7,1137,Marcela,0.4803187847137451,0.009070007167419647,False,162,1011,Marcela,0.7287194728851318,0.02078501147777408,False,53,1011,Marcela,0.5376713251004053,0.019608233032723927,False,47,1011,Marcela,0.5896733628502172,0.027635805055159893,False,31,1011,Marcela,0.542326807975769,0.028306203664936965,False,39,1011,Marcela,0.04460374265909195,0.1042774429871204,False,MiewID,0.1042774429871204,-0.08349243150934632,-0.08349243150934632,False,False
114,Bernard,0.019924382917640353,False,83,1683,Saseka,0.7135739326477051,0.011523234635459734,False,159,1101,Marcela,0.38478827476501465,0.016113481902955588,False,95,1279,Medrosa,0.5442984700202942,0.018766415625498818,False,93,1101,Marcela,0.40049903812164933,0.018531297571252558,False,93,1101,Marcela,0.453106442660469,0.01733933933933934,False,100,1101,Marcela,0.4290217161178589,0.014605197042075531,False,127,1101,Marcela,0.03864642605185509,0.019924382917640353,False,EVA-02,0.019924382917640353,-0.001157967292141536,-0.001157967292141536,False,False
116,Bororo,0.7688679245283019,True,1,422,Bororo,0.6742130517959595,0.4893707482993197,False,2,1766,Ti,0.4253472089767456,0.023304643469737808,False,88,128,Katniss,0.5706151723861694,0.4995748299319728,False,2,128,Katniss,0.4307740767678563,0.4995748299319728,False,2,128,Katniss,0.48064085474634527,0.4592105263157895,False,2,128,Katniss,0.4516712427139282,0.49040262172284643,False,2,128,Katniss,0.04314155504107475,0.7688679245283019,True,EVA-02,0.7688679245283019,-0.2692930945963291,-0.2692930945963291,False,False
120,Guaraci,0.05555555555555555,False,18,1744,Solar,0.7188100814819336,1.0,True,1,121,Guaraci,0.4616281986236572,0.1111111111111111,False,9,1695,Saseka,0.5901920795440674,1.0,True,1,121,Guaraci,0.4738253921032029,1.0,True,1,121,Guaraci,0.5357157742952153,1.0,True,1,121,Guaraci,0.5164496302604675,1.0,True,1,121,Guaraci,0.04307297617197037,1.0,True,MiewID,1.0,0.0,0.0,False,True
121,Guaraci,0.022727272727272728,False,44,31,Katniss,0.8211394548416138,0.3333333333333333,False,3,242,Ariely,0.5118852853775024,0.5,False,2,31,Katniss,0.5814344882965088,0.5,False,2,31,Katniss,0.48128225751330544,1.0,True,1,120,Guaraci,0.5357157742952153,1.0,True,1,120,Guaraci,0.5071097612380981,1.0,True,1,120,Guaraci,0.04102182388305664,0.5,False,ConvNeXt-V2,0.5,0.0,0.0,False,True
124,Ipepo,0.016666666666666666,False,60,1540,Patricia,0.7878521084785461,0.05555555555555555,False,18,1678,Saseka,0.5120050311088562,0.1,False,10,1473,Overa,0.6690762042999268,0.14285714285714285,False,7,140,Medrosa,0.5125719573560459,0.16666666666666666,False,6,140,Medrosa,0.563220999401071,0.2,False,5,21,Estella,0.523375928401947,0.16666666666666666,False,6,140,Medrosa,0.04229264333844185,0.1,False,ConvNeXt-V2,0.1,0.042857142857142844,0.042857142857142844,True,False
128,Katniss,0.04102692471213213,False,76,116,Bororo,0.6035857200622559,0.029731302188507114,False,94,1385,Ousado,0.5310376286506653,0.03944931569390327,False,68,116,Bororo,0.5706151723861694,0.045226162450182725,False,50,116,Bororo,0.4307740767678563,0.05252360854875944,False,39,116,Bororo,0.48064085474634527,0.05313422700483838,False,39,116,Bororo,0.47974488139152527,0.03121281365396828,False,81,116,Bororo,0.039251070469617844,0.04102692471213213,False,EVA-02,0.04102692471213213,0.004199237738050594,0.004199237738050594,True,False
133,Kwang,0.4142348516236027,False,2,567,Jaju,0.8368661403656006,0.8108374433937638,True,1,763,Kwang,0.45285746455192566,0.9814720986433789,True,1,762,Kwang,0.8457475900650024,0.9705882352941176,True,1,762,Kwang,0.6413112601789366,0.9768907563025211,True,1,762,Kwang,0.6923417954507677,0.9598297213622291,True,1,762,Kwang,0.5922853350639343,0.9747533000128156,True,1,763,Kwang,0.04645991325378418,0.9814720986433789,True,ConvNeXt-V2,0.9814720986433789,-0.01088386334926128,-0.01088386334926128,False,False
135,Marcela,0.3389317896728203,False,2,140,Medrosa,0.7870426774024963,0.5446295998955267,True,1,1107,Marcela,0.6633171439170837,0.17637315675220475,False,5,1166,Medrosa,0.6000657677650452,0.48388093323020953,True,1,1107,Marcela,0.5095063786804722,0.4925924333733712,True,1,1107,Marcela,0.5653347162714603,0.4264085106232047,False,2,66,Medrosa,0.5330793857574463,0.4286950992786841,True,1,985,Marcela,0.03915442153811455,0.5446295998955267,True,MiewID,0.5446295998955267,-0.0607486666653172,-0.0607486666653172,False,False
137,Marcela,0.29441027510493534,False,4,140,Medrosa,0.852907121181488,0.5633204026732879,True,1,1099,Marcela,0.6496779918670654,0.23247808534914682,False,8,1467,Overa,0.6495211124420166,0.5109712947654234,False,3,140,Medrosa,0.5726290328091563,0.4922315594490324,False,3,140,Medrosa,0.6188530246854008,0.49275150183460437,True,1,1099,Marcela,0.5902796983718872,0.5303907003108073,True,1,997,Marcela,0.04273122549057007,0.5633204026732879,True,MiewID,0.5633204026732879,-0.05234910790786451,-0.05234910790786451,False,False
140,Medrosa,0.7576822125457292,True,1,1180,Medrosa,0.8710456490516663,0.5677228929189633,True,1,1178,Medrosa,0.5878486633300781,0.09248831787739117,False,22,133,Kwang,0.7112669348716736,0.6286701998329586,False,2,137,Marcela,0.5726290328091563,0.5383013169818571,False,3,137,Marcela,0.6188530246854008,0.43356222106952524,False,4,137,Marcela,0.5462290048599243,0.5889957718308094,False,2,137,Marcela,0.04050716385245323,0.7576822125457292,True,EVA-02,0.7576822125457292,-0.12901201271277063,-0.12901201271277063,False,False
144,Patricia,0.018711180124223604,False,40,1183,Medrosa,0.7760554552078247,0.012403446226975638,False,68,128,Katniss,0.4313913583755493,0.03024614100959533,False,47,328,Benita,0.6792916059494019,0.04755244755244756,False,13,135,Marcela,0.41414562451193815,0.044444444444444446,False,15,326,Benita,0.45608492772749476,0.035,False,20,326,Benita,0.44474488496780396,0.037163702690378476,False,17,135,Marcela,0.0390884131193161,0.03024614100959533,False,ConvNeXt-V2,0.03024614100959533,0.01730630654285223,0.01730630654285223,True,False
145,Patricia,0.55,True,1,1540,Patricia,0.5753044486045837,0.5042194092827004,True,1,1540,Patricia,0.6028583645820618,0.5128205128205128,True,1,1540,Patricia,0.5584110617637634,0.5149253731343284,True,1,1540,Patricia,0.5089996515647435,0.5135135135135135,True,1,1540,Patricia,0.5788579614349445,0.5126582278481012,True,1,1540,Patricia,0.5792586803436279,0.5169491525423728,True,1,1540,Patricia,0.04838709533214569,0.55,True,EVA-02,0.55,-0.03507462686567164,-0.03507462686567164,False,False
170,Abril,0.020007621951219513,False,64,966,Madalena,0.6815687417984009,0.048924731182795694,False,30,1693,Saseka,0.34536635875701904,0.01956596035543404,False,76,1625,Pyte,0.6012453436851501,0.04230769230769231,False,30,362,Benita,0.41096297417709365,0.06227106227106227,False,21,362,Benita,0.4554648422335157,0.05929487179487179,False,24,362,Benita,0.42006367444992065,0.04224137931034483,False,29,21,Estella,0.039294466376304626,0.048924731182795694,False,MiewID,0.048924731182795694,-0.006617038875103384,-0.006617038875103384,False,False
177,Abril,0.008,False,125,243,Ariely,0.8753175139427185,0.010526315789473684,False,95,1790,Ti,0.4695819616317749,0.03571428571428571,False,28,249,Ariely,0.8641496896743774,0.022727272727272728,False,44,246,Ariely,0.6424834528103909,0.025,False,40,246,Ariely,0.683660978465984,0.014705882352941176,False,68,246,Ariely,0.5352464914321899,0.018518518518518517,False,54,246,Ariely,0.043869465589523315,0.03571428571428571,False,ConvNeXt-V2,0.03571428571428571,-0.012987012987012984,-0.012987012987012984,False,False
178,Abril,0.008620689655172414,False,116,243,Ariely,0.8395306468009949,0.011363636363636364,False,88,1722,Solar,0.46882355213165283,0.03225806451612903,False,31,249,Ariely,0.8692238330841064,0.02564102564102564,False,39,246,Ariely,0.6059977538521194,0.029411764705882353,False,34,246,Ariely,0.6447367490870051,0.017857142857142856,False,56,246,Ariely,0.4870411157608032,0.0196078431372549,False,51,1578,Pixana,0.042505111545324326,0.03225806451612903,False,ConvNeXt-V2,0.03225806451612903,-0.006617038875103391,-0.006617038875103391,False,False
184,Akaloi,1.0,True,1,190,Akaloi,0.7043034434318542,0.014285714285714285,False,70,1029,Marcela,0.445822536945343,0.16666666666666666,False,6,208,Alira,0.6398126482963562,1.0,True,1,190,Akaloi,0.45627513362200417,1.0,True,1,190,Akaloi,0.497464123602941,0.5,False,2,1042,Marcela,0.4581231474876404,0.5,False,2,1042,Marcela,0.042198296636343,1.0,True,EVA-02,1.0,0.0,0.0,False,True
190,Akaloi,0.07692307692307693,False,13,202,Alira,0.8483619093894958,0.023809523809523808,False,42,1099,Marcela,0.4404042363166809,0.05,False,20,9,Ariely,0.6575413346290588,0.3333333333333333,False,3,23,Ipepo,0.48099947204207594,0.25,False,4,23,Ipepo,0.540187651248784,0.16666666666666666,False,6,23,Ipepo,0.4881437420845032,0.25,False,4,23,Ipepo,0.04048525169491768,0.07692307692307693,False,EVA-02,0.07692307692307693,0.2564102564102564,0.2564102564102564,True,False
201,Alira,0.17573238805362015,False,2,190,Akaloi,0.8193681240081787,0.08344050899935355,False,5,985,Marcela,0.5070581436157227,1.0,True,1,213,Alira,0.586406409740448,0.4230019493177388,True,1,208,Alira,0.5243721321482676,0.42518059855521156,True,1,208,Alira,0.570916648142571,0.4658119658119659,True,1,208,Alira,0.5004441142082214,0.39125000000000004,True,1,208,Alira,0.04547511413693428,1.0,True,ConvNeXt-V2,1.0,-0.5769980506822612,-0.5769980506822612,False,False
202,Alira,0.09056913067978074,False,4,190,Akaloi,0.8483619093894958,0.18744038155802858,False,2,985,Marcela,0.4434780478477478,0.5888888888888889,False,2,21,Estella,0.6258413195610046,0.4085576259489303,True,1,208,Alira,0.5228865203854709,0.4142857142857143,True,1,208,Alira,0.5762060246787392,0.44761904761904764,True,1,208,Alira,0.5142076015472412,0.3798076923076923,True,1,208,Alira,0.04501587152481079,0.5888888888888889,False,ConvNeXt-V2,0.5888888888888889,-0.1803312629399586,-0.1803312629399586,False,False
203,Alira,0.07400472999605834,False,5,190,Akaloi,0.8472580909729004,0.18265993265993266,False,2,985,Marcela,0.48242416977882385,0.8055555555555555,True,1,213,Alira,0.5994212627410889,0.4039855072463768,True,1,208,Alira,0.5242552062850125,0.4085576259489303,True,1,208,Alira,0.5779099604529974,0.4230019493177388,True,1,208,Alira,0.5185290575027466,0.37246216315983754,True,1,208,Alira,0.04501587152481079,0.8055555555555555,True,ConvNeXt-V2,0.8055555555555555,-0.4015700483091787,-0.4015700483091787,False,False
208,Alira,0.6722222222222223,True,1,201,Alira,0.806134819984436,0.5725925925925925,True,1,203,Alira,0.4264006018638611,0.16872200263504614,False,8,1473,Overa,0.7486786842346191,0.8392857142857142,True,1,201,Alira,0.5243721321482676,0.8392857142857142,True,1,203,Alira,0.5779099604529974,0.6956043956043956,True,1,203,Alira,0.5260589122772217,0.8392857142857142,True,1,203,Alira,0.04376675561070442,0.6722222222222223,True,EVA-02,0.6722222222222223,0.16706349206349191,0.16706349206349191,True,False
212,Alira,0.11964285714285715,False,7,971,Madalena,0.64869624376297,0.014158038143574504,False,131,850,Lua,0.45859023928642273,1.0,True,1,208,Alira,0.6005875468254089,0.23948412698412697,False,5,971,Madalena,0.4257518322436268,0.1899524087024087,False,8,971,Madalena,0.4764121719641852,0.13622835497835498,False,14,971,Madalena,0.46339571475982666,0.16145833333333331,False,8,971,Madalena,0.03984464704990387,1.0,True,ConvNeXt-V2,1.0,-0.760515873015873,-0.760515873015873,False,False
213,Alira,0.12790422970333015,False,5,1655,Saseka,0.6285141706466675,0.015453936584405808,False,129,99,Ti,0.4912905693054199,1.0,True,1,202,Alira,0.6060624122619629,0.32067099567099566,False,3,1655,Saseka,0.4252641693927762,0.24516594516594514,False,5,1655,Saseka,0.47877026566770986,0.17857142857142858,False,9,1655,Saseka,0.4720911979675293,0.1830794817927171,False,6,1655,Saseka,0.04074172303080559,1.0,True,ConvNeXt-V2,1.0,-0.6793290043290043,-0.6793290043290043,False,False
222,Apeiara,1.0,True,1,224,Apeiara,0.9587340950965881,1.0,True,1,224,Apeiara,0.8042680621147156,1.0,True,1,224,Apeiara,0.9285102486610413,1.0,True,1,224,Apeiara,0.8704630260807298,1.0,True,1,224,Apeiara,0.8971708337666041,1.0,True,1,224,Apeiara,0.8709776401519775,1.0,True,1,224,Apeiara,0.04838709533214569,1.0,True,EVA-02,1.0,0.0,0.0,False,True
224,Apeiara,1.0,True,1,222,Apeiara,0.9587340950965881,1.0,True,1,222,Apeiara,0.8042680621147156,1.0,True,1,222,Apeiara,0.9285102486610413,1.0,True,1,222,Apeiara,0.8704630260807298,1.0,True,1,222,Apeiara,0.8971708337666041,1.0,True,1,222,Apeiara,0.8788113594055176,1.0,True,1,222,Apeiara,0.04838709533214569,1.0,True,EVA-02,1.0,0.0,0.0,False,True
242,Ariely,0.688888888888889,True,1,250,Ariely,0.9001784324645996,0.5603632478632478,True,1,250,Ariely,0.5151796936988831,0.6842105263157894,True,1,249,Ariely,0.9244557619094849,0.6830601092896175,True,1,250,Ariely,0.743455303584291,0.6796536796536796,True,1,250,Ariely,0.7797654668036141,0.6746666666666666,True,1,250,Ariely,0.6310269236564636,0.6794871794871794,True,1,250,Ariely,0.04522840306162834,0.688888888888889,True,EVA-02,0.688888888888889,-0.0058287795992715274,-0.0058287795992715274,False,False
243,Ariely,0.6845238095238094,True,1,250,Ariely,0.8994280099868774,0.672072072072072,True,1,250,Ariely,0.5027452707290649,0.68,True,1,249,Ariely,0.9331831336021423,0.6811594202898551,True,1,250,Ariely,0.7375084640769842,0.6794871794871794,True,1,250,Ariely,0.7737867742926654,0.6761904761904761,True,1,250,Ariely,0.6358931064605713,0.6782945736434108,True,1,250,Ariely,0.04522840306162834,0.6845238095238094,True,EVA-02,0.6845238095238094,-0.0033643892339543235,-0.0033643892339543235,False,False
244,Ariely,0.6879432624113475,True,1,250,Ariely,0.8711912631988525,0.6716666666666667,True,1,250,Ariely,0.5110414028167725,0.6801801801801801,True,1,249,Ariely,0.919857382774353,0.6827956989247311,True,1,250,Ariely,0.7211172910648502,0.679324894514768,True,1,250,Ariely,0.7622866812363217,0.67601246105919,True,1,250,Ariely,0.6416969895362854,0.6790123456790124,True,1,250,Ariely,0.04522840306162834,0.6879432624113475,True,EVA-02,0.6879432624113475,-0.00514756348661638,-0.00514756348661638,False,False
